comment,str 
"酒店就在地铁一号线鼓楼附近，交通方便，公交🚌很多，出行方便，就是酒店设施稍有点陈旧，大堂服务和服务员不错👍
",1
"1. 房间还可以，算比较安静卫生，但A栋10楼晚上仔细听能听到外面商场野猫叫，总体算可以接受吧
",1
"2. 春节期间夫子庙老门东周边都很堵，开车不方便，我们停车在酒店，要出去麻烦，每次出去都要到前台办理
",1
"3. 早餐不推荐，没什么吃的
",1
"4. 健身房只开到晚上十点半，有游泳池，但这次没带泳衣，就只是跑步
",1
"前台非常贴心，看我们是一家三口，二号不说升级16楼套房，房间设施齐全，很漂亮！满意的一夜。对了，在大厅还免费领了一瓶依云矿泉水。水游城一隅。
",1
"带妈妈和娃出行！卫生间设施用品很好！可惜没给孩子的用品！周围离夫子庙商圈很近。步行5分钟就到了！周围商场很多！吃的也很多！酒店是在六楼的略微不太方便！但是前台的美女给我们延时退房，帮了我们大忙了！。爱次非常感谢！就是房间温度太高！鼻炎都犯了！流了好久鼻涕！周围不太好停车！顺风车叫了好久没人接单子！但是最近快车搞活动特别好！原来可能打车30左右的！快车才19！便宜不是一点点啊！
",1
"酒店地理位置非常优越，步行5分钟就到夫子庙，周边设施齐全，吃喝玩乐样样有，就是酒店大门比较偏。房间很大，浴室水流大，洗澡舒服，酒店的自助早餐非常棒，有中式和西式，品种齐全，建议订房一定要含早，非常棒的体验，缺点就是房间门不密封，关了门留条缝，这点和四星级酒店有点不符，希望能改进
",1
"带孩子住的，入住前台很耐心，因为假日客房打扫需要时间，还给了免费鲜榨果汁饮品，nice。餐厅早餐位子紧张，要求服务生拼桌加凳，百忙之中帮我们很好解决了问题，并且有问必答态度诚恳，非常满意。再说房间，卫生间超大很空，单人床1.3米良心宽，我们一大一小两个人睡都没问题，鸭绒被盖着很舒服，晚上关空调了，睡觉室温温度刚好，一觉安稳到天亮。泳池和健身房在一起，场地很大，人不多，提供拖鞋，还免费供应茶水，nice。
",1
"交通便利 就在水游城后面，步行到夫子庙也就十多分钟～～ 客房干净整洁 温度合适 整体还是不错～～ 但是配房的时候给了两个房间隔了很远 不是很方便 希望改进～～
",1
"贵在了位置上，去景点很方便，逛街吃饭都跟方便，早餐一般，房间设施感觉一般。但服务态度很好，下次到南京还会来这家酒店
",1
"酒店位置非常好，离夫子庙很近，走一会就到了，出门还有大商场，吃喝玩乐都很方便，酒店前台态度很好，还送了饮料劵，挺值得住宿的
",1
"酒店位置非常好，周边就有水游城，水平方购物中心，夫子庙10分钟步行就到。周边地铁1号线和3号线都有。可能是因为天气原因，酒店把房间温度调的很高，自己还调不下来，实在是热的不行。后来还是找前台送了一台空调扇上来才好一点。
",1
"在新街口闹市区，地理位置好，跨过一条马路，步行五分钟就是夫子庙步行街。水游城吃饭也方便。早餐也不错的。
",1
"好，非常好
",1
"酒店很安静、花园很大，适合一个人来放空。
",1
"在高速上临时订的度假酒店，虽然是商务出行，不过感觉不错，前台美女热情、亲切！也是我住过最安静的酒店，高节奏下的工作性质跟之反差较大，印象深刻，酒店提前订的出租车师傅人很好，聊得很开心，下次还会入住！
",1
"在无锡的郊区，适合有车一族。
",1
"一开始房间的热水有问题，不出热水，工程师来了就好，第二天又这样，果断换房。
",1
"因为春节出游，初一在大堂竟然有祭祀和舞狮表演，这么多年春节住宿第一次遇见，一问才知这里吴文化发源地，吴姓发源地，宾馆成立至今每年春节都会有清早祭祀活动。蛮有春节的气息。
",1
"带小朋友去过了个周末，酒店位置比较偏，很安静，不过自驾也很方便，环境很好，周围有个荡口古镇可以逛一逛，服务不错，帮忙加了婴儿床，也给了小朋友的洗漱用品，性价比不错
",1
"酒店配套不错 泳池28-30度 有两个水池其中一个儿童池 开放到晚上11点 早餐基本齐全 还可打包食物这点比其他酒店人性化 服务也很不错 小朋友玩具遗忘在餐厅的玩具帮忙送到房间 位于无锡鸿山湿地附近 附近有个荡口古镇不错 酒店还可以办草坪婚礼 偶遇新人结婚 很有特色
",1
"如果你看中的是环境，那么这个酒店可以考虑，相当的安静惬意。也许酒店方为了不破坏这种安静，所以大堂前台安排了1-2个服务人员外，整个酒店就几乎看不到其他人员。门口的迎宾也是时在时不在，停车位相对紧张，早餐果真差的可以，而且煮面厨师的一个袖子居然是黑的，看的我都不敢吃面。其他，也就没有其他了，感觉如果是订房时带早餐的，那么可以去吃点，如果是另付费的，那么感觉不值。作为品牌的酒店，这一个有点失望，感觉不是很值。 此外，有两个小贴士：1、酒店可以提供婴儿床、婴儿浴盆、儿童拖鞋、儿童浴袍和儿童洗漱用品（就一个牙刷套）；2、酒店附近有一个叫锡笼记的小吃店，里面的小笼包味道超赞！
",1
"酒店环境很好，正好赶上前几天下过雪，风景美不胜收。
",1
"酒店设施不错，苏式园林风格。二楼带阳台，空气比较清新。就是位置不太好，周围没配套设施吃饭需要开车出行。还有早餐丰富些就好了。
",1
"带小孩很方便，冬天没有蚊子，酒店很大气，花园很美。客房服务热情。性价比超高的酒店。早餐也很丰盛，周边的荡口古镇值得去，夜景很美。
",1
"         酒店设施好，房间也够大，一楼，二楼的（共三楼）均有阳台，干净整洁，洗漱用品较好，不可加床，但床超大，够3人睡。缺点:床偏软。
",1
"        酒店内部设施齐全，泳池够大，水温28°正合适，男女更衣室内均有桑拿房，干/湿蒸各1个，有儿童活动区，比较适合带孩子玩。
",1
"        酒店外景景区超大，慢慢地逛一圈约半小时，属于园林式酒店，草地也够大，空气清新。
",1
"        酒店地理位置较佳，高速下来约20分钟即可到达，有较大的停车场，车位较多。
",1
"        酒店的早餐说不上特别地好，中规中矩的，酒店附近的:泰伯庄园里的天华居酒店（农家乐）价廉物美，超大，一边的鸿禧山庄也不错，从酒店走过去5分钟即可。
",1
"        缺点:1.上午在早餐厅附近的走廊上到处弥漫着煎炸食品散发出的油烟味。2.房间卫生间排气功能较差，用完厕好长时间才散味，餐厅附近的公共卫生间有异味。
",1
"        总体来说:若10为满分地话，可以打8.5分。赞一个👍👍👍
",1
"非常幽静酒店，就是早餐太一般了！但是服务态度还是不错的。带着老人可以在花园里散步挺方便。周边没有什么饭店都在酒店中餐厅用餐晚饭和午饭味道不错👍
",1
"几年前刚开张的时候住过一次，这次故地重游，硬件设施维护的不错，今年第五个年头了还没有陈旧感，电视倒是有点老化了，不太清楚，园林式酒店中算是很好的选择了
",1
"第二次来这家酒店了的，总体还是比较满意的，酒店的园林景观非常不错，整体而言还是比较满意的，但是亲子的儿童乐园这块还是需要有所提升，空间和范围太小，室内的儿童乐园区域比我第一次来的时候大了一点点，但是总体还是偏小没什么可玩的，还有室外没有儿童游乐设施，不过酒店周边的湿地以及古镇还是挺好的，古镇这次过年还挺热闹的，上一次夏天去一个人也没有……湿地也非常的不错，自行车骑行一下很棒，不过湿地和古镇的门票都不便宜，建议酒店可以和景点有联动购票优惠给住店客人的。
",1
"到店发现不巧遇到了雅迪电动车在酒店搞活动，checkin的时候被告知房间被升级了，从行政房升级成了行政套房，心里小开心了一下，询问了一下行政酒廊欢乐时光，结果是没有，平时不开。。。没有就没有吧。房间在楼道最里面，房间挺大的，窗外就是后花园，反正房间干净宽敞，配套齐全，有胶囊咖啡机，送的水果等等。
",1
"槽点1：早餐相当不好吃，个别热菜表面已经风干，炒米粉硬如钢丝。
",1
" 槽点2：停车位不多，而且远，下雨天跑回大堂衣服都湿了。
",1
"
",1
"酒店很安静、花园很大，适合一个人来放空。
",1
"在高速上临时订的度假酒店，虽然是商务出行，不过感觉不错，前台美女热情、亲切！也是我住过最安静的酒店，高节奏下的工作性质跟之反差较大，印象深刻，酒店提前订的出租车师傅人很好，聊得很开心，下次还会入住！
",1
"在无锡的郊区，适合有车一族。
",1
"一开始房间的热水有问题，不出热水，工程师来了就好，第二天又这样，果断换房。
",1
"因为春节出游，初一在大堂竟然有祭祀和舞狮表演，这么多年春节住宿第一次遇见，一问才知这里吴文化发源地，吴姓发源地，宾馆成立至今每年春节都会有清早祭祀活动。蛮有春节的气息。
",1
"带小朋友去过了个周末，酒店位置比较偏，很安静，不过自驾也很方便，环境很好，周围有个荡口古镇可以逛一逛，服务不错，帮忙加了婴儿床，也给了小朋友的洗漱用品，性价比不错
",1
"酒店配套不错 泳池28-30度 有两个水池其中一个儿童池 开放到晚上11点 早餐基本齐全 还可打包食物这点比其他酒店人性化 服务也很不错 小朋友玩具遗忘在餐厅的玩具帮忙送到房间 位于无锡鸿山湿地附近 附近有个荡口古镇不错 酒店还可以办草坪婚礼 偶遇新人结婚 很有特色
",1
"如果你看中的是环境，那么这个酒店可以考虑，相当的安静惬意。也许酒店方为了不破坏这种安静，所以大堂前台安排了1-2个服务人员外，整个酒店就几乎看不到其他人员。门口的迎宾也是时在时不在，停车位相对紧张，早餐果真差的可以，而且煮面厨师的一个袖子居然是黑的，看的我都不敢吃面。其他，也就没有其他了，感觉如果是订房时带早餐的，那么可以去吃点，如果是另付费的，那么感觉不值。作为品牌的酒店，这一个有点失望，感觉不是很值。 此外，有两个小贴士：1、酒店可以提供婴儿床、婴儿浴盆、儿童拖鞋、儿童浴袍和儿童洗漱用品（就一个牙刷套）；2、酒店附近有一个叫锡笼记的小吃店，里面的小笼包味道超赞！
",1
"酒店环境很好，正好赶上前几天下过雪，风景美不胜收。
",1
"早餐还可以吧，订的大床房因为没有住了几天标间。早餐有的时候很不错有的时候不咋地。房间卫生都还可以就是wifi的速度不怎么样，有待提高。
",1
"总的来说挺好，价格也适中，房间也干净。但是还是有些地方需要改善一下，例如房间电视有雪花，不是很清晰，卫生间厕纸只有很小的一小卷，如果遇到拉肚子一天两三次上厕所，纸会不够。总的来说九十分吧，还行。
",1
"基本上可以确定。我没有电话确认，正好酒店在接待会议，客房紧张，预订的大床房没有了，前台经理看到预订成功的短信，马上另安排了标间
",1
"临时住了一晚，还不错的感觉，出差什么的够啦，交通还行，酒店的服务态度也还不错，就是希望环境能够再改善一点
",1
"酒店的地理位置很方便，卫生打扫的很好，酒店有餐厅，价格也实惠又好吃，挺让人惊喜的，服务员也热情友好，面带微笑服务，很到位   这次入住体验很满意，下次还会再来
",1
"酒店的卫生不错，服务员也比较亲切。每天会定时打扫房间给我的感觉还是很不错的
",1
"朋友要去附近的学校考试预定的房间，房间每晚涨了将近200元，这也是没办法。房间还行，不过感觉布草不够柔软，可能是用的时间也有点长了吧，周边的环境确实也一般
",1
"酒店管理到位，距离各所大学非常近，特别强调前台的服务，前台接待特别到位，问什么事情都讲的特别细，而且还介绍了整个城市的治安。
",1
"酒店还不错，就是太远了，环境也还可以，很美好的一个夜晚。武汉这个地方，大拆大建的，到处脏乱差，距离汉口站连个小时车程
",1
"不错的酒店   值得再住
",1
"整体而言不错，空间还行，还是值得推荐的。标间加床，一个躺椅，一个办公桌，不过来这边太忙，没怎么使用，就睡个觉。大家看我图片。
",1
"很不错，价格合适，干净卫生，周围环境很安静，服务态度好，有个小细节，房间里没烟灰缸，抽烟的朋友要注意了。
",1
"出差定的，很好，老板很满意，距离开会的地方很近，而且也很高大上。房间干净整洁，大堂明亮，以后如果去会再定
",1
"端午节和家人来青岛拜访亲友，通过携程定的该酒店。当时延安三路附近的酒店都很紧张，这里坐地铁从火车站过来很快，走400米左右就到。也有公交车，站点不远。附近吃饭可到稍北方向台东附近，快餐，小吃较多。
",1
"安排在四楼，没有电梯，带的大箱子只能自己搬到房间，淋浴头的水流很小！
",1
"服务不错，设备不行。
",1
"物有所值
",1
"帮家里订的，到店晚，一个电话就解决了。不错
",1
"价格不贵，设施一般。地点不好找，比较安静。
",1
"没有电梯，隔音很差，前台服务员一个个都是爱答不理答非所问，据说都是部队上的关系在这里干前台的。窗户外车辆和飞机声音很吵，走廊和隔壁走路等噪音很严重，早上八点还有动次打次举办活动的声音，快两点才睡着不到七点就被走廊的脚步声吵醒，然后开始大喇叭。来了别想睡了。第一个房间，厕所门关不上，味道很大，提出换房后被告知第二个房间厕所干脆就没有门，只能回去将就，结果地板上有虫子。什么玩意啊，出门在外不在乎这点钱找个好点儿的地方吧，太后悔了。最恐怖的住宿经历。千万别来这里，公家报销的话一定要申请换别家，如若不然你等着发疯吧。
",1
"青岛又到了旺季，酒店房价水涨船高。
",1
"服务态度很好，卫生也是很好的，餐饮也可以
",1
"床被褶皱很多，没有熨烫的痕迹
",1
"在小区里，比较安静。房间很干净，热水也不错。喝了一瓶水，加房费一共101元。前台只收了100元，态度很好。
",1
"卫生间太简陋了，卫生欠佳。旅馆内人文关怀小温馨，老板和服务员很热情，旅馆在小区内，有入住当地人家里的感觉。
",1
"前台的爷爷特别和蔼可爱*o*那个小哥也体贴。因为国庆人少特地给我换了个大一点的房间。还考虑到了信号的好差。宾馆内部装修很棒。很多娃娃特别可爱还有很多童话故事。感觉就。。恩。。棒棒哒。热水器不是很好。洗着洗着就变冷水了希望能改进一下。哈哈哈。我出关啦~
",1
"地理位置好！轻轨下车就是！
",1
"方便快捷服务好！
",1
"交通便利，酒店距轻轨站步行2分钟，虽然是小区楼改造而成，且卫生不错床单被子很干净价格不高，老板为人和气且健谈，使人倍感亲切。
",1
"宾馆不算大，但卫生，服务挺好的，价格也合理，感谢携程帮我预定
",1
"考试期间入住的，在小区里比较安静，离轻轨近，走廊里毛绒玩具较多，很不错。
",1
"很好的地方
",1
"去过很多次了
",1
"老板人很好 而且很方便 就在轻轨旁边 赞
",1
"卫生！经济！方便！在轻轨站旁。
",1
"环境不错。卫生也挺好的！
",1
"酒店位置很好，停车很方便。有地下停车场，服务也都很热情。推荐推荐～算是乡城很棒的宾馆了。下次来还会住这
",1
"酒店位置在省道附近，那边有一排的酒店，这个不算特别好的，但是工作人员很热情，我是国庆出来住的，价格588，平常不用那么贵
",1
"酒店设施在当地来说还是不错的。翻山越岭抵达乡城，一身疲惫，能入住这样的酒店，还是非常舒适的。热水来得快而且水大，设施齐全，拖鞋很厚实，特别舒服。但是，现在乡城到处在修路，周边环境特别糟糕，扬尘满天，车子非常难走，估计要到9月开会才能好。
",1
"在乡城县算最好的酒店了，干净卫生整洁，入住很满意的，吃饭就在酒店附近也很方便，挺好的。
",1
"早餐不太丰盛，其他的都不错，算是乡城比较好的酒店了。
",1
"不错，很好，下次还会再去，地点繁华，吃什么东西都很方便，不错，很好，下次还会再去，地点繁华，吃什么东西都很方便！哈哈哈
",1
"酒店内部环境好不错，外边路在修特别难走。
",1
"早餐味道不错，房间设施不错，有停车场，很不错
",1
"这是乡城比较好的酒店了，准4星，还不错。
",1
"中途休息，还不错，这地方较好的酒店了
",1
"环境很好，很优雅，床铺很软，热水器很热，地毯很厚。
",1
"早餐还可以，有停车场，位置好找
",1
"2012年开业25间房，免费停车，独卫蹲坑、热水、空调、电视、空调3元/小时，沱江上游，客栈离江边不远，附近吃饭地方多，晚上睡觉挺安静。携程网的地址写的江南东路145号，我们开车没有找到，打电话老板张杰来接我们，正确地址是金家园125号，希望携程把地址改过来。
",1
"老板老板娘人很好，迷路了还会来接😀，尤其像我这种路痴迷路简直是家常便饭，没少给老板打电话问路。。。。🙏
",1
"很好 住在他们那里还不用买票 游玩方便 去河边也很近 附近吃饭的地方也很多  同样的房间 别家很贵 他们这里很公道 住的值  有朋友去凤凰会推荐的
",1
"很不错，而且老板我们还是老乡，很热情
",1
"客栈老板和老板娘人超好，也超热情。刚去的那天老板出来接我，我定的是单人间，老板说单人间小些，双人间住的舒服些，就给了我一双人间。老板娘和小孩把我送到湘西魅力演出的大门口，让我不知道怎么回去就给她打电话出来接我。我每次出客栈及回客栈，老板和老板娘都会热情的打招呼。住宿环境也没得说，房间超干净，超安静，离南华门也只有一两分钟的路程，进古城也很方便。住宿很便宜。总之，此次凤凰之旅非常愉快！祝店家生意兴隆！
",1
"整体来说还好，只是设备有点不尽人意！需要自带洗漱用品还有毛巾！
",1
"哈哈男老板好逗的啊老板人都很好房间还不错
",1
"还不错，实惠，环境也许，离江边和古城都很近，再来的话还会住的。
",1
"老板是山东汉子，人很好，住处环境也不错，就是住的地方离景区有点远了，不过跟价钱还是相匹配的。如果有希望省钱出行，这里的三人间是性价比极高的选择
",1
"老板和老板娘人都很好，帮我们买的东西都很实惠，推荐的地方都很好玩，不错的一次旅途，最重要的是遇到了3个美女同行，为两个男生的旅行增添了乐趣，感谢凤凰有约
",1
"酒店干净卫生，前台热情，服务周到，酒店设施都不错看上去很新，房间够大，床单很干净，价格实惠还有早饭吃，早饭品种虽然不多但都不错
",1
"房间干净，没有烟味霉味和异味。电视机居然启动不了！宽带速度还可以，没感到太慢。浴室布局不太合理，浴室内放不了衣物，只能放外面，但一开浴室门就是卧室，一个人住还好，两人住就会不太方便。早餐太简单了，稀饭，水煮蛋，辣味咸菜，肉饼，没了。住的双人间，估计总共15平米，稍微有点小。以后，还是打算住其他地方。
",1
"早餐量足，酒店位置一般，感觉马马虎虎。好像不能加床，不知道适不适合带孩子，也没注意是不是有停车场。对得起这个价格。
",1
"有停车场。带孩子也还ok。早餐旅顺就是正常的早餐。一般。早起不来没吃过。阿姨人很好。都会帮我们主动解决文体
",1
"设施非常好，周边环境也优美，服务比较到位，房间宽敞明亮很干净，设计的也挺有意思。总体来说，性价比挺高的,下次我还会选择这家酒店,很有度假的感觉。
",1
"卫生打扫不彻底，枕套没换，还得自己叫人来换，走廊堆着床单，保洁却在旅客房间看电视，所谓的“精品”酒店也是呵呵了
",1
"在大路边比较好早，空调很给力，早饭一般，卫生还好，定了两间大床房，到了就只有一间了，服务员态度很好。
",1
"酒店含早，有停车位～这个价格的酒店还算可以
",1
"酒店环境好，硬件设施不错，房间大，布置的也很温馨，床单和被罩被老板娘洗刷的雪白，相比同档次的酒店，附近性价比这么高的住宿不太容易找到，非常超值。交通吃饭都很方便。服务人员态度好，热情，入住退房很快，酒店地理位置也很好。
",1
"酒店位置离火车站挺近的，下次来还住在这里，前台接待热情，是出差入住的首选，房价低廉，有线电视待改进更换，有雪花点不清晰，希望下次来入住，不是现在的电视了，总体来说还不错
",1
"房间很干净，噪音也比较小，东西食品也比较全，各项服务设施也比较全，洗漱方面也可以。住了好几回了，相比较都市快捷旅店来说，各项服务也比较速度，价格方面也较之之前的有优势，下次我还会选择这家酒店
",1
"早餐非常简单，白粥，水煮鸡蛋，包子，馒头
",1
"还不错
",1
"还不错
",1
"非常棒的酒店
",1
"酒店比较实惠！离出差地方比较近
",1
"房间干净，安静，周边交通方便，离湖边50米。老板热情，服务很好，老板送我们去的蝴蝶泉。非常不错的一家客栈哟！
",1
"酒店位置很好，房间大，设施齐，wifi快，老板娘人也很好，出差旅行首选
",1
"酒店离火车站很近，但是卫生一般，床上有污渍！但是换的及时！赶车的话还是很好的
",1
"地点没的说火车站 罗宾森对面很方便 但附近停车较难。多次入住了 ，且都是同一个房间，可每次老板娘都想加钱，这不太好吧
",1
"男老板态度很好，本来我们火车回校住的以为火车晚点才订的房间，后来没有晚点，打电话给酒店，一个女的听的说话口气巨臭，硬不给我们退房还说要退房找订房软件，后来去了酒店跟男老板说了后他说可以退的，但是去到酒店太晚了回学校车都没了，就住下了
",1
"对于国庆期间，这个价格还不错，老板也很热情，原本预订的是温馨大床房，但第一天来时居然木有了，结果挤在一个小房间里，不过后两晚给我换了间不错的情侣大房，价格也优惠了一点。
",1
"在火車站對面，下樓就是BRT,交通非常便利，逛街，吃的都在附近，應有盡有。老闆娘非常親切，性價比高，值得入住，商務客推薦!
",1
"位置非常好，打电话店主来接，非常开心。设施也很新，服务非常好，我跟店主借吹风机，店主大半夜的给我去拿，很感谢店主。虽然各种洗漱的都没有，但是即使有，我相信也是浪费资源，没有多少人会用酒店里面的东西的。单人床上铺的是凉席，有别人的味，我很介意，还是不要铺比较卫生。
",1
"房内设施齐全，但不是都能使用，晚上蚊虫叮咬，隔壁有空调滴水声。地处位置优越，出行方便。离店提供寄存，但需要改进服务。
",1
"交通方便，临近火车站和汽车站，就是老板不厚道，到店后让我加20元钱，说订的房间没了，后携程打电话协商又有了，真是无语～
",1
"新装修的，还不错，房间面积也还行，这个价格来看性价比比较高。遗憾的是不好找，半夜下车了找好久，最好有详细路线说明，你说几号几栋的，没来过的真不好找，虽然真在火车站对面。
",1
"酒店位置不错，交通非常方便。是个体私人酒店。卫生条件也可以。 
",1
" 
",1
"我们是5月31日早上8点半到店，老板说明房间尚未腾出，我们的行李就暂时存放，然后我们就出门了。下午2点半回到酒店，老板说开空调要收取10元，我们就问为什么在网上不说明，另外，一天空调费用10元是否太高了。回答说，都是这样的。我们是2位70左右的老人，懒得与之争辩， 
",1
"住下来后，才知老板把我们预定的二人间租出，擅自把我们调到了三人间的房间，是138元/天，比我们所订的二人间130元/天，稍大点。就把多余的8元 2元（空调费）一起收取。我们结账时，是140元。而不是预定的130元。 
",1
"结账时，我们对老板说，这样的情况应对我们说明，不要用空调费来搪塞，给人一个非常不诚信的感觉，非常不好。 
",1
" 
",1
"本来，对酒店映像还可以，一下就把印象全坏了。
",1
"环境就那样，有点潮，但是老板人很好！
",1
"酒店地理位置得天独厚，沿着华山路走十几分钟就是十号线交通大学站，再往前就是徐家汇商圈，出行十分方便。酒店内部设施一应俱全，早餐也是丰富多样，值得一提的是酒店的绿地大花园在这繁华大都市实属难能可贵，下次有机会还住这里。
",1
"酒店很容易找，地理位置不错，环境优美，就是地铁位置稍稍远了点，酒店早餐还是不错的，品种蛮多可以任你挑选。酒店不管经理还是员工一看就是受过专业的培训，服务态度一流值得学习，住了两个晚上感觉挺好哒！棒！
",1
"设施确实比较老旧，大年三十酒店也没有晚餐提供，这点不太好，我们一家人在徐家汇找了1个小时才找到吃的，建议过节期间最好也能提供些餐食，哪怕是简餐。早餐特别好，选择多，味道棒！酒店服务也非常好，几乎有求必应，谢谢你们送的儿童洗浴用品和果盘，很感动啊
",1
"非常不错的酒店，环境优美，房间很大，而且设施也挺新的。房间配备胶囊咖啡机，咖啡杯非常漂亮。早餐很丰富，味道也很好。前台，门童都很热情，宾至如归的感觉。以后还要来住。
",1
"环境清幽，卫生宽敞，服务热情。院子很大，停车方便。各色小楼，适于赏玩。香樟玉兰，如织草地。步行可达武康大楼，沿武康路一路流连，徜徉忘归。
",1
"酒店環境感覺非常好。鬧中取靜。房間乾淨。很多貼心的配置，床很大枕頭很讚，睡起來相當舒適，早餐很多選擇，口味也很多元，菜品都不錯！服務品質優等。絕對會想再次入住。很好的一次體驗。
",1
"12月31号来兴国跨年，订了两间房，很幸运地都做了免费升级，其中一间还升级成了行政套房。景观无敌，房间美丽。雾霾严重，在窗前晒太阳，泡杯茶，男票抽斗烟，惬意无比。还送了小宝宝的沐浴六件组，小床也干净可爱。房间设施智能化，在客厅看部片子很有影院感，电动感应马桶。晚上泡澡，夜景无敌。服务贴心，早餐不算特别丰富，但品质都在线！5星好评，点赞～
",1
"酒店闹中取静，环境优雅，有老上海的味道，出门交通方便，距离商业区较近，步行就可到达。前台服务周到，我们提前到达仍热情帮忙办理入住。
",1
"超赞。实在是惊喜！环境一流，服务一流。早餐特意为孩子准备好送到座位上。过年还能吃到八宝饭和汤圆。
",1
"
",1
"酒店设施非常新。给我们准备了婴儿床，两张单人床拼起来睡也毫无压力。大娃二娃都满足了。还有儿童拖鞋、牙刷、毛巾和小礼物。连洗发水沐浴露和润肤露都是分开准备的。大写的贴心。
",1
"自助餐的荠菜馄饨很好吃，种类可以
",1
"酒店绿化很不错
",1
"因为酒店比较老牌，所以室内空调噪音比较大，其他还可以
",1
"
",1
"从来没写过点评，这家住过后强烈推荐，性价比超高！元旦假期带老的小的去上海，体验陆家嘴的现代风和浦西洋房的复古风，从陆家嘴换到浦西选这家后，感觉就是惊喜！无论是价格（比陆家嘴某些同等酒店便宜至少四成），服务（热情周到细致），设施（简约典雅复古风）都是惊喜，更不用说闹中取静的百年洋房院落的历史风貌环境了。总之很赞👍
",1
"在上海住了大大小小很多酒店，这家我觉得从服务到设施都大大的出乎了我的意料，十二楼有个女士的休息区，可以喝下午茶吃点心，房间很大，设施精致，个人觉得比浦东的文华东方都要好。性价比特别高。
",1
"这次与友人一起出行，这是帮友人全家订的，升级了房型，新装修的房间各种设施焕然一新，空间也显得大了不少，电热坐便器让人觉得档次提升，友人全家很满意，以后还会选择入住兴国丽笙宾馆。
",1
"有故事的酒店，园林环境，入住的新楼升级了景观房，可以俯瞰整个花园和远处的城市天际线。房间装潢略旧，服务态度很好。早餐种类虽不算丰盛，但品质颇高。
",1
"酒店送的儿童洗漱用品，赞爆了！我儿子很喜欢这个酒店，图2是他的拼图，周围环境很不错，视野开阔，总体来说不错！
",1
"设施
",1
"酒店外观看起来还是比较气派的。规模也大，酒店绿化很好，简直就是一个安静的小区！
",1
"就是房间内部设施老旧了，地方也小，跟外关完全不符。
",1
"
",1
"卫生：
",1
"虽然设施不行，但是卫生没什么可说的，非常干净，住的很舒心！
",1
"
",1
"服务：
",1
"从前台到客房到餐厅，服务态度都很赞！房间是散落在酒店内部，所以都是电瓶车和服务员搬运行李，但是由于服务态度太好了，我们完全没有觉得不方便。
",1
"黄果树迎宾馆以旅游度假，商业会议为一体的别墅度假酒店，环境优雅，安静，服务到位，早餐样式比较丰富，到黄果树旅游首选下榻酒店，值得推荐。
",1
"选了很久决定在这里订了两天，大床房房间很小，基本没有放箱子的地方，只能放在阳台上，而且由于都是别墅设计，住在二楼以上的都必须提着大箱子上楼，很累的，酒店服务一般，第一天晚上感觉被子小了，第二天晚上致电前台要求加一床，一个四星级酒店竟然没有，很纳闷，要说好的就算早餐在景区算不错，总的来说在景区不远这家酒店就算不错了，性价比还可以。
",1
"早餐不错，孩子交了50元现金。酒店设施齐全，温馨舒适。有停车场，位置佳，总之，性价比很高，推荐来黄果树瀑布旅游的朋友入住。
",1
"去的黄果树瀑布，抱歉，忘了照照片，这个酒店真的美好的超出想象，感谢工作人员细心准备的小水果，手写信，很好的别墅酒店，没得WiFi对于一个因为游览乐黄果树瀑布断脚的朋友，无足轻重，倒床就睡，更本不用wifi,总之很好的度假酒店，亲朋好友一定强烈推荐！！
",1
"虽然安排了别墅房，但房间很小，床也小，大床是1.5，双床是1.2的。里面的设备和配套也很老三四星的感觉。但服务还是不错的，送的水果也很甜。离黄果树瀑布景区很近的，开车几分钟
",1
"酒店漂亮，房间干净，服务周到！早餐丰富、真心推荐！超级好！晚上给娃娃送了儿童拖鞋，退房后，发现鞋子落在房间，酒店前台还帮忙发快递！真好！
",1
"非常好的酒店，服务很好！住了一晚之后，儿子要求续住一晚。对面就是黄果树国家湿地公园，不是黄果树大瀑布景区的大门哦。
",1
"黄果树景区旗下星级酒店，别墅酒店，环境很好，服务也很周到，早餐很丰富，唯一缺点就是房间太小了
",1
"这是黄果树景区最好的酒店，酒店由几十栋别墅组成，环境优美，安静舒适，适合度假休养。离黄果树景区乘车处和黄果树村1.3公里，游览景点和用餐都很方便。西式早餐，营养丰富。床单一天一换，卫生管理很好。赞
",1
"距离黄果树售票处不到2公里，开车5分钟左右。如果不是自驾，酒店还提供付费送至售票处的服务。别墅式酒店，一幢别墅里有10间房左右。大床房有1.5米和1.8米两种，标准大床房1.5米，豪华大床房1.8米。豪华大床房有两个房型，阴面房间很大，但没有阳台；阳面房间较小，但有个大阳台。旅游淡季来的，价格也合适。环境很好，很安静；早餐丰盛，各个岗位的服务员素质都很好。客房部服务人员在房间清理干净后主动帮助我们把湿衣服拿到阳台晾晒，还贴心的留好字条。住宿很舒适。
",1
"很好的老牌酒店，除了设施旧了点，其他的都还保存着老牌酒店的特色，周围环境极佳，酒店服务到位，房间细节考虑周全，早餐一般，值得推荐。
",1
"酒店干净，服务态度好，环境优美，空气清新，黄果树大瀑布附近算是最好的酒店。下次会考虑再次入住。值得推荐！
",1
"总体来说很不错，就是浴室漏水。酒店还有环绕酒店的车，想去哪里都可以，就是正巧网络断线，而且浴室热水不热。
",1
